,summary_text
174,<sos> 지난달 굴 국밥 앞 위치 카페 연세 할머님 주시 커피 가게 크기 작지 전통 차 커피 다양 판매 하심 카운터 앞 다양 수입 담배 판매함 주변 직장인 저렴 커피 이용 담배 구매 커피맛 무난 할머님 바리 스타 자부심 건강 하심 <end>
175,<sos> 지난달 굴 국밥 앞 위치 카페 연세 할머님 주시 커피 가게 크기 작지 전통 차 커피 다양 판매 하심 카운터 앞 다양 수입 담배 판매함 주변 직장인 저렴 커피 이용 담배 구매 커피맛 무난 할머님 바리 스타 자부심 건강 하심 <end>
176,<sos> 조용 동네 안 위치 혼 카페 공부 책 때 조용 <end>
177,<sos> 조용 동네 안 위치 혼 카페 공부 책 때 조용 <end>
178,<sos> 폭염 여름 가본 카페 개인 카페 조용 맛 스타 성 깔끔 느낌 인테리어 카페 느낌 특색 보이 진 낫 배 <end>
179,<sos> 폭염 여름 가본 카페 개인 카페 조용 맛 스타 성 깔끔 느낌 인테리어 카페 느낌 특색 보이 진 낫 배 <end>
180,<sos> 폭염 여름 가본 카페 개인 카페 조용 맛 스타 성 깔끔 느낌 인테리어 카페 느낌 특색 보이 진 낫 배 <end>
181,<sos> 동네 분위기 카페 발견 조용 집 맛 골목 조용 분위기 곳 <end>
182,<sos> 동네 분위기 카페 발견 조용 집 맛 골목 조용 분위기 곳 <end>
183,<sos> 동네 분위기 카페 발견 조용 집 맛 골목 조용 분위기 곳 <end>
184,<sos> 천호 로데오 안쪽 카페 사장님 친절 주말 알바 생도 완적 친절 귤 청 라 떼 아내 기분 하심 곳 <end>
185,<sos> 천호 로데오 안쪽 카페 사장님 친절 주말 알바 생도 완적 친절 귤 청 라 떼 아내 기분 하심 곳 <end>
186,<sos> 개별 룸 다음 <end>
187,<sos> 개별 룸 다음 <end>
188,<sos> 개별 룸 다음 <end>
189,<sos> 카페 정도 마음 곳 음료 기 요소 만족 무난 가격 깔끔 성별 분리 화장실 시즌 인테리어 시장 안 심야 사람 안전 실패 메뉴 잔잔 분위기 대화 <end>
190,<sos> 카페 정도 마음 곳 음료 기 요소 만족 무난 가격 깔끔 성별 분리 화장실 시즌 인테리어 시장 안 심야 사람 안전 실패 메뉴 잔잔 분위기 대화 <end>
191,<sos> 카페 정도 마음 곳 음료 기 요소 만족 무난 가격 깔끔 성별 분리 화장실 시즌 인테리어 시장 안 심야 사람 안전 실패 메뉴 잔잔 분위기 대화 <end>
192,<sos> 분위기 때 주 얼 득 기업 카페 커피 맛 기대 안 꿀맛 대관 생일 때 친구 대관 인생 샷 보장 <end>
193,<sos> 분위기 때 주 얼 득 기업 카페 커피 맛 기대 안 꿀맛 대관 생일 때 친구 대관 인생 샷 보장 <end>
194,<sos> 분위기 때 주 얼 득 기업 카페 커피 맛 기대 안 꿀맛 대관 생일 때 친구 대관 인생 샷 보장 <end>
195,<sos> 디저트 비주얼 맛 녹차 비주얼 맛 인테리어 분위기 신경 느낌 녹차 <end>
196,<sos> 디저트 비주얼 맛 녹차 비주얼 맛 인테리어 분위기 신경 느낌 녹차 <end>
197,<sos> 디저트 비주얼 맛 녹차 비주얼 맛 인테리어 분위기 신경 느낌 녹차 <end>
198,<sos> 카페 강아지 레몬 반응 입 <end>
199,<sos> 카페 강아지 레몬 반응 입 <end>
200,<sos> 카페 강아지 레몬 반응 입 <end>
201,<sos> 이름 사장님 친절 하다 평 방문 후 친절 하다 공간 테이블 사이즈 하면서 지저분 느낌 깔끔 날 따뜻 애플 시나몬 차 온도 적당 시나몬 향 몸 따뜻 케익 구매 초 라이터 제공 생일 친구 때 방문 감성 메뉴 추천 <end>
202,<sos> 이름 사장님 친절 하다 평 방문 후 친절 하다 공간 테이블 사이즈 하면서 지저분 느낌 깔끔 날 따뜻 애플 시나몬 차 온도 적당 시나몬 향 몸 따뜻 케익 구매 초 라이터 제공 생일 친구 때 방문 감성 메뉴 추천 <end>
203,<sos> 이름 사장님 친절 하다 평 방문 후 친절 하다 공간 테이블 사이즈 하면서 지저분 느낌 깔끔 날 따뜻 애플 시나몬 차 온도 적당 시나몬 향 몸 따뜻 케익 구매 초 라이터 제공 생일 친구 때 방문 감성 메뉴 추천 <end>
204,<sos> 테라스 창문 야외 느낌 곳 남산 타워 정면 커피 맛 향이 따뜻 아메리카 노 진면목 있음 치즈 케이크 치즈 함량 조인 동생 가게 함 커피 맛 집 <end>
205,<sos> 테라스 창문 야외 느낌 곳 남산 타워 정면 커피 맛 향이 따뜻 아메리카 노 진면목 있음 치즈 케이크 치즈 함량 조인 동생 가게 함 커피 맛 집 <end>
206,<sos> 테라스 창문 야외 느낌 곳 남산 타워 정면 커피 맛 향이 따뜻 아메리카 노 진면목 있음 치즈 케이크 치즈 함량 조인 동생 가게 함 커피 맛 집 <end>
207,<sos> 공덕 카페 식당 역 꽃집 카페 일석이조 인 테리 어가 고급 각도 <end>
208,<sos> 공덕 카페 식당 역 꽃집 카페 일석이조 인 테리 어가 고급 각도 <end>
209,<sos> 공덕 카페 식당 역 꽃집 카페 일석이조 인 테리 어가 고급 각도 <end>
210,<sos> 편안 분위기 디저트 최근 논란 진 <end>
211,<sos> 편안 분위기 디저트 최근 논란 진 <end>
212,<sos> 편안 분위기 디저트 최근 논란 진 <end>
213,<sos> 인테리어 분위기 이세 끝판 왕 곳 디저트 음료 하다 <end>
214,<sos> 인테리어 분위기 이세 끝판 왕 곳 디저트 음료 하다 <end>
215,<sos> 인테리어 분위기 이세 끝판 왕 곳 디저트 음료 하다 <end>
216,<sos> 때 사람 분위기 양은 요기 공부 때 <end>
217,<sos> 때 사람 분위기 양은 요기 공부 때 <end>
218,<sos> 때 사람 분위기 양은 요기 공부 때 <end>
219,<sos> 베이 글 커피 포비 달 전 강남 고속 터미널 파 미 스테이션 매장 코로나 사회적 거리 감안 베이 글 베이스 종류 메뉴 취급 매장 원형 테이블 포함 좌석 이날 식사 후라 커피 역시나 커피 맛 기대 충족 포비 베이 글 두툼 쫄깃 식 감 매장 내서 베이스 음식 기본 하리 생각 포비 매장 강 북쪽 집중 이제 터 방문 선택지 <end>
220,<sos> 베이 글 커피 포비 달 전 강남 고속 터미널 파 미 스테이션 매장 코로나 사회적 거리 감안 베이 글 베이스 종류 메뉴 취급 매장 원형 테이블 포함 좌석 이날 식사 후라 커피 역시나 커피 맛 기대 충족 포비 베이 글 두툼 쫄깃 식 감 매장 내서 베이스 음식 기본 하리 생각 포비 매장 강 북쪽 집중 이제 터 방문 선택지 <end>
221,<sos> 베이 글 커피 포비 달 전 강남 고속 터미널 파 미 스테이션 매장 코로나 사회적 거리 감안 베이 글 베이스 종류 메뉴 취급 매장 원형 테이블 포함 좌석 이날 식사 후라 커피 역시나 커피 맛 기대 충족 포비 베이 글 두툼 쫄깃 식 감 매장 내서 베이스 음식 기본 하리 생각 포비 매장 강 북쪽 집중 이제 터 방문 선택지 <end>
222,<sos> 공간 자리 간격 널찍 카페 음식 맛 준수 <end>
223,<sos> 공간 자리 간격 널찍 카페 음식 맛 준수 <end>
224,<sos> 공간 자리 간격 널찍 카페 음식 맛 준수 <end>
225,<sos> 테이블 동네 마카롱 집 마카롱 구리 마카롱 재료 신선 아메리카 노도 테이크 아웃 손님 추천 <end>
226,<sos> 테이블 동네 마카롱 집 마카롱 구리 마카롱 재료 신선 아메리카 노도 테이크 아웃 손님 추천 <end>
227,<sos> 테이블 동네 마카롱 집 마카롱 구리 마카롱 재료 신선 아메리카 노도 테이크 아웃 손님 추천 <end>
228,<sos> 경의 선 숲길 끝 있음 해방촌 신흥 시장 느낌 카페 주문 대 맞은편 인보 틀 샵 가격대 저렴 라 와인 모듬 와인 안주 실속 카페 사 고 할인 함 혼자 작업 사람 클래식 화장실 채광 야외 좌석 벽 둘레 있음 커피 특별 보통 <end>
229,<sos> 경의 선 숲길 끝 있음 해방촌 신흥 시장 느낌 카페 주문 대 맞은편 인보 틀 샵 가격대 저렴 라 와인 모듬 와인 안주 실속 카페 사 고 할인 함 혼자 작업 사람 클래식 화장실 채광 야외 좌석 벽 둘레 있음 커피 특별 보통 <end>
230,<sos> 경의 선 숲길 끝 있음 해방촌 신흥 시장 느낌 카페 주문 대 맞은편 인보 틀 샵 가격대 저렴 라 와인 모듬 와인 안주 실속 카페 사 고 할인 함 혼자 작업 사람 클래식 화장실 채광 야외 좌석 벽 둘레 있음 커피 특별 보통 <end>
231,<sos> 혼자 카페 접시 사악 대중 가격 입 개인적 시트 촉촉 축축 실망 재 방문 의사 <end>
232,<sos> 혼자 카페 접시 사악 대중 가격 입 개인적 시트 촉촉 축축 실망 재 방문 의사 <end>
233,<sos> 혼자 카페 접시 사악 대중 가격 입 개인적 시트 촉촉 축축 실망 재 방문 의사 <end>
234,<sos> 한남동 골목 디저트 카페 글루텐 프리 맛 가격 <end>
235,<sos> 한남동 골목 디저트 카페 글루텐 프리 맛 가격 <end>
236,<sos> 한남동 골목 디저트 카페 글루텐 프리 맛 가격 <end>
237,<sos> 층 카페 층 독립 서점 지하 층 갤러리 구성 문화 공간 이것저것 복합 문화 공간 시간 곳 카페 베이커리 종류 층 책 종류 <end>
238,<sos> 층 카페 층 독립 서점 지하 층 갤러리 구성 문화 공간 이것저것 복합 문화 공간 시간 곳 카페 베이커리 종류 층 책 종류 <end>
239,<sos> 층 카페 층 독립 서점 지하 층 갤러리 구성 문화 공간 이것저것 복합 문화 공간 시간 곳 카페 베이커리 종류 층 책 종류 <end>
240,<sos> 평상 곳 공간 깔끔 인테리어 분위기 다음번 <end>
241,<sos> 평상 곳 공간 깔끔 인테리어 분위기 다음번 <end>
242,<sos> 평상 곳 공간 깔끔 인테리어 분위기 다음번 <end>
243,<sos> 루프 탑 앤 카페 요즘 날씨 밖 실내 음식 맛 자체 히 추천 근방 눈 곳 장사 밤 조금 기온 루프 탑 <end>
244,<sos> 루프 탑 앤 카페 요즘 날씨 밖 실내 음식 맛 자체 히 추천 근방 눈 곳 장사 밤 조금 기온 루프 탑 <end>
245,<sos> 루프 탑 앤 카페 요즘 날씨 밖 실내 음식 맛 자체 히 추천 근방 눈 곳 장사 밤 조금 기온 루프 탑 <end>
246,<sos> 제가 집적 생과일 쥬스 달수 기해 여 클린 사람 생과일 사서 세용 <end>
247,<sos> 제가 집적 생과일 쥬스 달수 기해 여 클린 사람 생과일 사서 세용 <end>
248,<sos> 제가 집적 생과일 쥬스 달수 기해 여 클린 사람 생과일 사서 세용 <end>
249,<sos> 웨이팅 커피 차분 분위기 <end>
250,<sos> 웨이팅 커피 차분 분위기 <end>
251,<sos> 웨이팅 커피 차분 분위기 <end>
252,<sos> 차 정도 주차 가능 생 자리 협소 가격 저렴 맛 <end>
253,<sos> 차 정도 주차 가능 생 자리 협소 가격 저렴 맛 <end>
254,<sos> 차 정도 주차 가능 생 자리 협소 가격 저렴 맛 <end>
255,<sos> 오픈 골드 핑크 카페 진한 자몽 에이드 카페 음료 방문 어둠 조명 빛 아래 파스텔톤 의자 조용 분위기 편안 <end>
256,<sos> 오픈 골드 핑크 카페 진한 자몽 에이드 카페 음료 방문 어둠 조명 빛 아래 파스텔톤 의자 조용 분위기 편안 <end>
257,<sos> 오픈 골드 핑크 카페 진한 자몽 에이드 카페 음료 방문 어둠 조명 빛 아래 파스텔톤 의자 조용 분위기 편안 <end>
258,<sos> 주문 할인 제공 음식 커피 테이블 정리 상태 의자 빵 가루 테이블 위 물 껍질 관리 가게 구석 내추럴 와인 식료품 판매 <end>
259,<sos> 주문 할인 제공 음식 커피 테이블 정리 상태 의자 빵 가루 테이블 위 물 껍질 관리 가게 구석 내추럴 와인 식료품 판매 <end>
260,<sos> 주문 할인 제공 음식 커피 테이블 정리 상태 의자 빵 가루 테이블 위 물 껍질 관리 가게 구석 내추럴 와인 식료품 판매 <end>
261,<sos> 곳 깔끔 애완동물 크림빵 종류 조금 <end>
262,<sos> 곳 깔끔 애완동물 크림빵 종류 조금 <end>
263,<sos> 곳 깔끔 애완동물 크림빵 종류 조금 <end>
264,<sos> 커피 예술적 곳 슈페너 크림 풍성 <end>
265,<sos> 커피 예술적 곳 슈페너 크림 풍성 <end>
266,<sos> 커피 예술적 곳 슈페너 크림 풍성 <end>
267,<sos> 라운드 층 카페 예 분위기 음료 조명 <end>
268,<sos> 라운드 층 카페 예 분위기 음료 조명 <end>
269,<sos> 라운드 층 카페 예 분위기 음료 조명 <end>
270,<sos> 삼양동 카페 분위기 맛 만족 <end>
271,<sos> 삼양동 카페 분위기 맛 만족 <end>
272,<sos> 삼양동 카페 분위기 맛 만족 <end>
273,<sos> 호오 성비 굿 신생 집 음료 세트 소탈 식빵 구이 비주얼 실망 <end>
274,<sos> 호오 성비 굿 신생 집 음료 세트 소탈 식빵 구이 비주얼 실망 <end>
275,<sos> 호오 성비 굿 신생 집 음료 세트 소탈 식빵 구이 비주얼 실망 <end>
276,<sos> 가격 양도 커피 체인점 <end>
277,<sos> 가격 양도 커피 체인점 <end>
278,<sos> 가격 양도 커피 체인점 <end>
279,<sos> 미 레저 사랑 얼 그레이 쇼 콜라 타르트 행복 쇼 콜라 풍미 위 얼 그레이 향미 피 스타 오의 산뜻 내음 입속 디저트 감동 곳 사과 타르트 타르트 위 달콤 사과 피 칸 조화 제가 근처 통장 ㅅ <end>
280,<sos> 미 레저 사랑 얼 그레이 쇼 콜라 타르트 행복 쇼 콜라 풍미 위 얼 그레이 향미 피 스타 오의 산뜻 내음 입속 디저트 감동 곳 사과 타르트 타르트 위 달콤 사과 피 칸 조화 제가 근처 통장 ㅅ <end>
281,<sos> 미 레저 사랑 얼 그레이 쇼 콜라 타르트 행복 쇼 콜라 풍미 위 얼 그레이 향미 피 스타 오의 산뜻 내음 입속 디저트 감동 곳 사과 타르트 타르트 위 달콤 사과 피 칸 조화 제가 근처 통장 ㅅ <end>
282,<sos> 컵 평범 카페 특별 하다 일반적 빵집 <end>
283,<sos> 컵 평범 카페 특별 하다 일반적 빵집 <end>
284,<sos> 컵 평범 카페 특별 하다 일반적 빵집 <end>
285,<sos> 조용 데이트 차 술 분위기 가격 주변 카페 대비 영업시간 <end>
286,<sos> 조용 데이트 차 술 분위기 가격 주변 카페 대비 영업시간 <end>
287,<sos> 조용 데이트 차 술 분위기 가격 주변 카페 대비 영업시간 <end>
288,<sos> 초콜릿 민트 특이 당 카페 <end>
289,<sos> 초콜릿 민트 특이 당 카페 <end>
290,<sos> 초콜릿 민트 특이 당 카페 <end>
291,<sos> 인 스타 각인 웨이브 토스트 비주얼 핑크 핑크 내부 여심 저격 <end>
292,<sos> 인 스타 각인 웨이브 토스트 비주얼 핑크 핑크 내부 여심 저격 <end>
293,<sos> 인 스타 각인 웨이브 토스트 비주얼 핑크 핑크 내부 여심 저격 <end>
294,<sos> 촌 호수 송리 카페 다양 커피 디저트 종류 마카롱 눈 카페 내부 미술품 전시 미술관 느낌 곳 차별화 인테리어 장점 디저트 가격대 달콤 디저트 입 가격 생각 <end>
295,<sos> 촌 호수 송리 카페 다양 커피 디저트 종류 마카롱 눈 카페 내부 미술품 전시 미술관 느낌 곳 차별화 인테리어 장점 디저트 가격대 달콤 디저트 입 가격 생각 <end>
296,<sos> 촌 호수 송리 카페 다양 커피 디저트 종류 마카롱 눈 카페 내부 미술품 전시 미술관 느낌 곳 차별화 인테리어 장점 디저트 가격대 달콤 디저트 입 가격 생각 <end>
297,<sos> 사진 와플 밖 대 학교 앞 여 성비 갑 커피 <end>
298,<sos> 사진 와플 밖 대 학교 앞 여 성비 갑 커피 <end>
299,<sos> 사진 와플 밖 대 학교 앞 여 성비 갑 커피 <end>
300,<sos> 이 커피 맛 커피 카페 무엇 테이블 책 은은 조명 아늑 인테리어 <end>
301,<sos> 이 커피 맛 커피 카페 무엇 테이블 책 은은 조명 아늑 인테리어 <end>
302,<sos> 이 커피 맛 커피 카페 무엇 테이블 책 은은 조명 아늑 인테리어 <end>
303,<sos> 정도 탄 맛 커피 방문 날 정도 원두 상태 판매 끔찍 맛 피로도 바리 스타 응대 별 <end>
304,<sos> 정도 탄 맛 커피 방문 날 정도 원두 상태 판매 끔찍 맛 피로도 바리 스타 응대 별 <end>
305,<sos> 정도 탄 맛 커피 방문 날 정도 원두 상태 판매 끔찍 맛 피로도 바리 스타 응대 별 <end>
306,<sos> 한남동 위치 베를린 위치 스페셜 커피 브랜드 보난자 커피 한국 지점 베를린 보난자 커피 방문 한국 여행 친구 방문 느낌 카페 공간 셀 렉 물건 자체 제작 물건 판매 브이 로그 라즈베리 쿠키 라즈베리 잼 쿠키 베이스 다양 쿠키 디저트 준비 커피 아메리카 노 피콜로 라 떼 쿠키 커피 만족 머신 앞 좌석 자리 자리 이동 화장실 가까이 오월 종 단풍 나무 점 포장 커피 잔 하 시기 <end>
307,<sos> 한남동 위치 베를린 위치 스페셜 커피 브랜드 보난자 커피 한국 지점 베를린 보난자 커피 방문 한국 여행 친구 방문 느낌 카페 공간 셀 렉 물건 자체 제작 물건 판매 브이 로그 라즈베리 쿠키 라즈베리 잼 쿠키 베이스 다양 쿠키 디저트 준비 커피 아메리카 노 피콜로 라 떼 쿠키 커피 만족 머신 앞 좌석 자리 자리 이동 화장실 가까이 오월 종 단풍 나무 점 포장 커피 잔 하 시기 <end>
